x1,x2,pdf
8204.082031,-0.336102,0.000804
8244.898438,-0.336102,0.000694
8285.713867,-0.336102,0.000584
8326.530273,-0.336102,0.000480
8367.346680,-0.336102,0.000383
8408.163086,-0.336102,0.000296
8448.979492,-0.336102,0.000225
8489.795898,-0.336102,0.000165
8530.612305,-0.336102,0.000118
8571.428711,-0.336102,0.000082
8612.245117,-0.336102,0.000056
8653.061523,-0.336102,0.000038
8693.877930,-0.336102,0.000024
8734.693359,-0.336102,0.000015
8775.509766,-0.336102,0.000009
8816.326172,-0.336102,0.000006
8857.142578,-0.336102,0.000003
8897.958984,-0.336102,0.000002
8938.775391,-0.336102,0.000001
8979.591797,-0.336102,0.000001
7020.408203,0.363555,0.000000
7061.224609,0.363555,0.000001
7102.041016,0.363555,0.000002
7142.857422,0.363555,0.000003
7183.673340,0.363555,0.000005
7224.489746,0.363555,0.000008
7265.306152,0.363555,0.000015
7306.122559,0.363555,0.000023
7346.938965,0.363555,0.000035
7387.754883,0.363555,0.000054
7428.571289,0.363555,0.000078
7469.387695,0.363555,0.000111
7510.204102,0.363555,0.000155
7551.020508,0.363555,0.000212
7591.836914,0.363555,0.000280
7632.653320,0.363555,0.000360
7673.469238,0.363555,0.000448
7714.285645,0.363555,0.000549
7755.102051,0.363555,0.000656
7795.918457,0.363555,0.000756
7836.734863,0.363555,0.000855
7877.550781,0.363555,0.000936
7918.367188,0.363555,0.001000
7959.183594,0.363555,0.001042
8000.000000,0.363555,0.001057
8040.816406,0.363555,0.001045
8081.632812,0.363555,0.000998
8122.449219,0.363555,0.000939
8163.265137,0.363555,0.000851
8204.082031,0.363555,0.000755
8244.898438,0.363555,0.000655
8285.713867,0.363555,0.000550
8326.530273,0.363555,0.000452
8367.346680,0.363555,0.000360
8408.163086,0.363555,0.000278
8448.979492,0.363555,0.000212
8489.795898,0.363555,0.000156
8530.612305,0.363555,0.000113
8571.428711,0.363555,0.000077
8612.245117,0.363555,0.000053
8653.061523,0.363555,0.000035
8693.877930,0.363555,0.000023
8734.693359,0.363555,0.000014
8775.509766,0.363555,0.000009
8816.326172,0.363555,0.000005
8857.142578,0.363555,0.000003
8897.958984,0.363555,0.000002
8938.775391,0.363555,0.000001
8979.591797,0.363555,0.000001
7020.408203,1.063211,0.000000
7061.224609,1.063211,0.000000
7102.041016,1.063211,0.000000
7142.857422,1.063211,0.000000
7183.673340,1.063211,0.000000
7224.489746,1.063211,0.000000
7265.306152,1.063211,0.000001
